Geoid 2010,Year,Med Family Income Adj,Med Gross Rent Adj,Med Household Income Adj,Poverty Perc,Unemployment
48039,2015-2019,100321.836043183760,1209.37363893579140,86327.655364069600,0.0869910790887987,0.0441373160945162
48041,2015-2019,76550.913518720130,1004.80824689844880,52128.137542945800,0.2437347955361624,0.0395126621148079
48043,2015-2019,69786.476565443870,745.12679068524220,49901.236565378670,0.1395348837209302,0.0423945462292288
48045,2015-2019,57553.890091335210,715.44890997516140,42637.575261586400,0.1632796075683251,0.0476190476190476
48047,2015-2019,33265.724503067320,647.61375406640540,30030.835505668520,0.4144226380648106,0.1129143646408839
48049,2015-2019,65597.655688078170,810.84209797184960,51263.239305109170,0.1257748505645340,0.0417398431097061
48051,2015-2019,76553.033367342270,776.92452001747170,61190.490402631180,0.1178886950649935,0.0486440471847257
48053,2015-2019,75049.000769927820,857.47876765911940,63057.017114433045,0.1015247222827270,0.0405380756953944
48055,2015-2019,65826.599339270220,975.13036618836840,57397.021293296210,0.1887326058664531,0.0265820793792271
48057,2015-2019,74973.746143841550,787.52376312821480,62298.111307703840,0.1369022528218818,0.0552610914801727
48059,2015-2019,67330.631936684670,804.48255210540380,51566.377658076420,0.1066608302327278,0.0408196721311475
48061,2015-2019,47265.204803736850,776.92452001747170,41080.546448618230,0.2887743755903346,0.0577919419916963
48063,2015-2019,61957.875603848980,765.26535259565420,51095.771263959420,0.1850955911041747,0.0673229038495341
48065,2015-2019,102319.793369558840,880.79710250275430,79358.653018755980,0.0830385716691931,0.0226666666666666
48067,2015-2019,57787.073439771560,637.01451095566230,47535.485503060800,0.1845524054401515,0.0761010362694300
48069,2015-2019,64977.599966099704,664.57254304359450,53146.724805888220,0.1369393139841688,0.0239369191776964
48071,2015-2019,111770.078527097420,973.01051756621960,96602.561635624000,0.1209933160950383,0.0562263021353023
48073,2015-2019,60959.426902816980,771.62489846210010,51073.512853426860,0.1644940775562991,0.0621063356798814
48075,2015-2019,67091.089042381880,789.64361175036340,45768.591676499920,0.1392471244336005,0.0814552479072762
48077,2015-2019,74001.795550586410,781.16421726176880,59344.102252739730,0.1224112785610111,0.0535446562433069
48079,2015-2019,61788.287714077094,568.11943073583190,43416.619630226020,0.2556022408963585,0.0813688212927756
48081,2015-2019,68736.091573169220,656.09314855500000,47696.593998344100,0.1254333438386385,0.0288397048960429
48083,2015-2019,61966.354998337580,768.44512552887720,49544.042072546625,0.1377761592619568,0.0338243316966721
48085,2015-2019,120270.671501913400,1472.23486808222100,102720.444759144910,0.0628830302129276,0.0371738846794582
48087,2015-2019,53097.968287578800,647.61375406640540,41464.239049227140,0.1697658402203856,0.0889506601806810
48089,2015-2019,66674.538788129680,756.78595810705970,55708.561865754830,0.1000625390869293,0.0345629105608893
48091,2015-2019,99376.383557705490,1212.55341186901430,84726.109730036300,0.0762550186508727,0.0341825499832295
48093,2015-2019,64527.132133893120,564.93965780260900,56722.909431452950,0.1122958257713248,0.0348893555160717
48095,2015-2019,67861.654016532900,764.20542828457990,50346.404776029880,0.1220956719817767,0.0130861504907306
48097,2015-2019,77412.631983623550,940.15286392291600,63809.563375295810,0.1284614794548569,0.0449260303794963
48099,2015-2019,63208.586290916675,973.01051756621960,56062.576585653650,0.1293942649367820,0.0800796202725463
48101,2015-2019,42085.354695516680,360.37426576526650,34240.854869255694,0.3090575275397796,0.0834473324213406
48103,2015-2019,77005.621048171010,885.03679974705160,69922.146877261370,0.0809137489325362,0.0137994480220791
48105,2015-2019,60437.944141768420,587.19806833516950,50225.573404567410,0.1863662960795787,0E-16
48107,2015-2019,53840.975229641896,628.53511646706770,43201.454995077930,0.2064953108718304,0.0536121673003802
48109,2015-2019,46481.920737852930,615.81602473417600,40171.131389716470,0.2957427536231884,0.0920577617328519
48111,2015-2019,73153.856101726950,816.14171952722120,62335.208658591440,0.1225743403601842,0.0190880169671261
48113,2015-2019,71183.456807439810,1171.21636373711600,63178.908410206590,0.1535845659563240,0.0476701648431439
48115,2015-2019,57867.627687413210,683.65118064293210,45830.067286542230,0.2593607305936073,0.0577246011754827
48117,2015-2019,59031.424580972800,835.22035712655880,52679.298184704440,0.1622338984887059,0.0382426587753243
48119,2015-2019,65597.655688078170,663.51261873252010,54096.416988610800,0.2004630522863206,0.0297117516629711
48121,2015-2019,113428.860073928700,1290.98781088851360,92121.201648401800,0.0763818397396137,0.0386233423662972
48123,2015-2019,74906.970912243870,888.21657268027460,58674.230088140760,0.1601522152758902,0.0719788155994222
48125,2015-2019,64257.911358880240,539.50147433682550,45089.180193101290,0.1968314930388862,0.0974178403755868
